a_id,b_id,group_id
3745,3745,20
3746,3746,15
3747,3747,49
3748,3748,28
3749,3749,47
3750,3750,24
3751,3751,6
3752,3752,11
3753,3753,21
3754,3754,23
3755,3755,26
3756,3756,42
3757,3757,15
3758,3758,47
3759,3759,4
3760,3760,3
3761,3761,43
3762,3762,4
3763,3763,22
3764,3764,31
3765,3765,34
3766,3766,3
3767,3767,42
3768,3768,20
3769,3769,17
3770,3770,0
3771,3771,13
3772,3772,12
3773,3773,45
3774,3774,54
3775,3775,7
3776,3776,58
3777,3777,52
3778,3778,27
3779,3779,16
3780,3780,45
3781,3781,6
3782,3782,14
3783,3783,30
3784,3784,58
3785,3785,55
3786,3786,21
3787,3787,47
3788,3788,36
3789,3789,54
3790,3790,16
3791,3791,24
3792,3792,34
3793,3793,39
3794,3794,17
3795,3795,7
3796,3796,26
3797,3797,15
3798,3798,50
3799,3799,43
3800,3800,15
3801,3801,24
3802,3802,53
3803,3803,58
3804,3804,56
3805,3805,43
3806,3806,2
3807,3807,9
3808,3808,56
3809,3809,26
3810,3810,36
3811,3811,58
3812,3812,22
3813,3813,22
3814,3814,39
3815,3815,9
3816,3816,5
3817,3817,24
3818,3818,47
3819,3819,22
3820,3820,17
3821,3821,21
3822,3822,37
3823,3823,43
3824,3824,25
3825,3825,48
3826,3826,38
3827,3827,26
3828,3828,54
3829,3829,33
3830,3830,12
3831,3831,27
3832,3832,44
3833,3833,22
3834,3834,34
3835,3835,39
3836,3836,29
3837,3837,4
3838,3838,36
3839,3839,32
3840,3840,18
3841,3841,13
3842,3842,3
3843,3843,36
3844,3844,20
3845,3845,36
3846,3846,37
3847,3847,41
3848,3848,0
3849,3849,34
3850,3850,47
3851,3851,50
3852,3852,54
3853,3853,1
3854,3854,52
3855,3855,26
3856,3856,31
3857,3857,40
3858,3858,21
3859,3859,28
3860,3860,46
3861,3861,19
3862,3862,53
3863,3863,20
3864,3864,8
3865,3865,19
3866,3866,12
3867,3867,12
3868,3868,32
3869,3869,0
3870,3870,46
3871,3871,1
3872,3872,34
3873,3873,39
3874,3874,37
3875,3875,47
3876,3876,49
3877,3877,44
3878,3878,22
3879,3879,7
3880,3880,47
3881,3881,47
3882,3882,54
3883,3883,2
3884,3884,41
3885,3885,29
3886,3886,24
3887,3887,3
3888,3888,28
3889,3889,51
3890,3890,49
3891,3891,41
3892,3892,23
3893,3893,25
3894,3894,56
3895,3895,33
3896,3896,17
3897,3897,29
3898,3898,55
3899,3899,10
3900,3900,27
3901,3901,0
3902,3902,10
3903,3903,37
3904,3904,33
3905,3905,39
3906,3906,40
3907,3907,20
3908,3908,20
3909,3909,37
3910,3910,3
3911,3911,6
3912,3912,48
3913,3913,9
3914,3914,0
3915,3915,40
3916,3916,3
3917,3917,28
3918,3918,5
3919,3919,36
3920,3920,24
3921,3921,29
3922,3922,55
3923,3923,25
3924,3924,48
3925,3925,7
3926,3926,11
3927,3927,15
3928,3928,49
3929,3929,21
3930,3930,4
3931,3931,55
3932,3932,9
3933,3933,53
3934,3934,43
3935,3935,41
3936,3936,31
3937,3937,53
3938,3938,4
3939,3939,54
3940,3940,4
3941,3941,19
3942,3942,41
3943,3943,39
3944,3944,14
3945,3945,7
3946,3946,11
3947,3947,38
3948,3948,56
3949,3949,2
3950,3950,38
3951,3951,29
3952,3952,23
3953,3953,4
3954,3954,17
3955,3955,46
3956,3956,58
3957,3957,5
3958,3958,23
3959,3959,58
3960,3960,54
3961,3961,3
3962,3962,48
3963,3963,38
3964,3964,18
3965,3965,47
3966,3966,20
3967,3967,13
3968,3968,4
3969,3969,27
3970,3970,10
3971,3971,17
3972,3972,3
3973,3973,37
3974,3974,9
3975,3975,53
3976,3976,6
3977,3977,17
3978,3978,3
3979,3979,13
3980,3980,53
3981,3981,12
3982,3982,8
3983,3983,52
3984,3984,7
3985,3985,8
3986,3986,1
3987,3987,10
3988,3988,42
3989,3989,34
3990,3990,14
3991,3991,44
3992,3992,50
3993,3993,47
3994,3994,57
3995,3995,3
3996,3996,28
3997,3997,36
3998,3998,41
3999,3999,47
4000,4000,54
4001,4001,32
4002,4002,13
4003,4003,11
4004,4004,58
4005,4005,54
4006,4006,34
4007,4007,44
4008,4008,24
4009,4009,20
4010,4010,19
4011,4011,6
4012,4012,7
4013,4013,5
4014,4014,56
4015,4015,58
4016,4016,41
4017,4017,37
4018,4018,16
4019,4019,38
4020,4020,8
4021,4021,25
4022,4022,18
4023,4023,28
4024,4024,48
4025,4025,55
4026,4026,22
4027,4027,14
4028,4028,49
4029,4029,7
4030,4030,8
4031,4031,39
4032,4032,29
4033,4033,50
4034,4034,22
4035,4035,34
4036,4036,3
4037,4037,19
4038,4038,55
4039,4039,38
4040,4040,29
4041,4041,8
4042,4042,28
4043,4043,38
4044,4044,27
4045,4045,39
4046,4046,47
4047,4047,30
4048,4048,0
4049,4049,51
4050,4050,27
4051,4051,6
4052,4052,2
4053,4053,30
4054,4054,51
4055,4055,4
4056,4056,40
4057,4057,56
4058,4058,57
4059,4059,5
4060,4060,35
4061,4061,22
4062,4062,25
4063,4063,11
4064,4064,12
4065,4065,11
4066,4066,21
4067,4067,6
4068,4068,25
4069,4069,24
4070,4070,18
4071,4071,31
4072,4072,22
4073,4073,36
4074,4074,41
4075,4075,15
4076,4076,28
4077,4077,19
4078,4078,11
4079,4079,8
4080,4080,44
4081,4081,15
4082,4082,18
4083,4083,29
4084,4084,8
4085,4085,25
4086,4086,16
4087,4087,16
4088,4088,53
4089,4089,4
4090,4090,19
4091,4091,46
4092,4092,57
4093,4093,48
4094,4094,15
4095,4095,8
4096,4096,55
4097,4097,55
4098,4098,47
4099,4099,24
4100,4100,9
4101,4101,9
4102,4102,38
4103,4103,26
4104,4104,32
4105,4105,4
4106,4106,47
4107,4107,44
4108,4108,14
4109,4109,13
4110,4110,45
4111,4111,53
4112,4112,43
4113,4113,46
4114,4114,7
4115,4115,25
4116,4116,0
4117,4117,10
4118,4118,34
4119,4119,45
4120,4120,3
4121,4121,50
4122,4122,34
4123,4123,18
4124,4124,27
4125,4125,47
4126,4126,38
4127,4127,44
4128,4128,42
4129,4129,56
4130,4130,57
4131,4131,58
4132,4132,23
4133,4133,33
4134,4134,2
4135,4135,16
4136,4136,13
4137,4137,56
4138,4138,53
4139,4139,27
4140,4140,15
4141,4141,49
4142,4142,1
4143,4143,22
4144,4144,55
4145,4145,29
4146,4146,31
4147,4147,54
4148,4148,24
4149,4149,50
4150,4150,44
4151,4151,25
4152,4152,14
4153,4153,28
4154,4154,37
4155,4155,40
4156,4156,22
4157,4157,12
4158,4158,6
4159,4159,20
4160,4160,6
4161,4161,31
4162,4162,1
4163,4163,10
4164,4164,16
4165,4165,29
4166,4166,14
4167,4167,21
4168,4168,6
4169,4169,49
4170,4170,40
4171,4171,59
4172,4172,34
4173,4173,48
4174,4174,39
4175,4175,12
4176,4176,18
4177,4177,12
4178,4178,52
4179,4179,18
4180,4180,11
4181,4181,36
4182,4182,54
4183,4183,39
4184,4184,14
4185,4185,57
4186,4186,59
4187,4187,51
4188,4188,47
4189,4189,4
4190,4190,53
4191,4191,18
4192,4192,17
4193,4193,31
4194,4194,0
4195,4195,42
4196,4196,29
4197,4197,1
4198,4198,17
4199,4199,54
4200,4200,50
4201,4201,24
4202,4202,6
4203,4203,24
4204,4204,6
4205,4205,26
4206,4206,6
4207,4207,47
4208,4208,42
4209,4209,18
4210,4210,37
4211,4211,13
4212,4212,21
4213,4213,12
4214,4214,58
4215,4215,46
4216,4216,34
4217,4217,6
4218,4218,34
4219,4219,29
4220,4220,33
4221,4221,14
4222,4222,36
4223,4223,45
4224,4224,54
4225,4225,32
4226,4226,7
4227,4227,2
4228,4228,0
4229,4229,42
4230,4230,38
4231,4231,3
4232,4232,36
4233,4233,12
4234,4234,54
4235,4235,11
4236,4236,10
4237,4237,22
4238,4238,14
4239,4239,9
4240,4240,59
4241,4241,29
4242,4242,33
4243,4243,53
4244,4244,17
4245,4245,38
4246,4246,57
4247,4247,17
4248,4248,39
4249,4249,59
4250,4250,2
4251,4251,59
4252,4252,29
4253,4253,10
4254,4254,5
4255,4255,49
4256,4256,48
4257,4257,57
4258,4258,27
4259,4259,13
4260,4260,18
4261,4261,35
4262,4262,51
4263,4263,23
4264,4264,31
4265,4265,2
4266,4266,36
4267,4267,11
4268,4268,10
4269,4269,8
4270,4270,5
4271,4271,54
4272,4272,53
4273,4273,51
4274,4274,48
4275,4275,58
4276,4276,38
4277,4277,20
4278,4278,42
4279,4279,44
4280,4280,34
4281,4281,1
4282,4282,56
4283,4283,52
4284,4284,46
4285,4285,18
4286,4286,36
4287,4287,48
4288,4288,21
4289,4289,18
4290,4290,54
4291,4291,51
4292,4292,29
4293,4293,2
4294,4294,44
4295,4295,39
4296,4296,40
4297,4297,44
4298,4298,9
4299,4299,50
4300,4300,56
4301,4301,52
4302,4302,47
4303,4303,48
4304,4304,45
4305,4305,48
4306,4306,7
4307,4307,41
4308,4308,43
4309,4309,18
4310,4310,55
4311,4311,47
4312,4312,24
4313,4313,54
4314,4314,19
4315,4315,8
4316,4316,0
4317,4317,5
4318,4318,32
4319,4319,29
4320,4320,55
4321,4321,59
4322,4322,40
4323,4323,40
4324,4324,5
4325,4325,50
4326,4326,18
4327,4327,43
4328,4328,6
4329,4329,18
4330,4330,0
4331,4331,38
4332,4332,16
4333,4333,28
4334,4334,7
4335,4335,59
4336,4336,3
4337,4337,25
4338,4338,38
4339,4339,46
4340,4340,22
4341,4341,4
4342,4342,34
4343,4343,33
4344,4344,18
4345,4345,27
4346,4346,34
4347,4347,16
4348,4348,42
4349,4349,9
4350,4350,51
4351,4351,50
4352,4352,49
4353,4353,7
4354,4354,30
4355,4355,31
4356,4356,36
4357,4357,15
4358,4358,29
4359,4359,2
4360,4360,41
4361,4361,26
4362,4362,35
4363,4363,31
4364,4364,57
4365,4365,37
4366,4366,23
4367,4367,42
4368,4368,46
4369,4369,26
4370,4370,57
4371,4371,55
4372,4372,26
4373,4373,20
4374,4374,51
4375,4375,58
4376,4376,11
4377,4377,5
4378,4378,27
4379,4379,37
4380,4380,31
4381,4381,30
4382,4382,10
4383,4383,2
4384,4384,59
4385,4385,47
4386,4386,12
4387,4387,27
4388,4388,34
4389,4389,8
4390,4390,53
4391,4391,43
4392,4392,31
4393,4393,39
4394,4394,55
4395,4395,0
4396,4396,39
4397,4397,46
4398,4398,8
4399,4399,38
4400,4400,54
4401,4401,30
4402,4402,56
4403,4403,17
4404,4404,29
4405,4405,0
4406,4406,24
4407,4407,21
4408,4408,32
4409,4409,56
4410,4410,2
4411,4411,49
4412,4412,50
4413,4413,1
4414,4414,56
4415,4415,43
4416,4416,34
4417,4417,50
4418,4418,58
4419,4419,59
4420,4420,53
4421,4421,36
4422,4422,40
4423,4423,3
4424,4424,59
4425,4425,22
4426,4426,52
4427,4427,45
4428,4428,38
4429,4429,14
4430,4430,50
4431,4431,48
4432,4432,18
4433,4433,9
4434,4434,32
4435,4435,30
4436,4436,4
4437,4437,34
4438,4438,45
4439,4439,52
4440,4440,18
4441,4441,19
4442,4442,37
4443,4443,37
4444,4444,46
4445,4445,28
4446,4446,49
4447,4447,51
4448,4448,18
4449,4449,6
4450,4450,18
4451,4451,36
4452,4452,50
4453,4453,45
4454,4454,49
4455,4455,35
4456,4456,15
4457,4457,42
4458,4458,33
4459,4459,23
4460,4460,52
4461,4461,15
4462,4462,41
4463,4463,36
4464,4464,12
4465,4465,30
4466,4466,44
4467,4467,7
4468,4468,36
4469,4469,36
4470,4470,41
4471,4471,57
4472,4472,19
4473,4473,10
4474,4474,3
4475,4475,10
4476,4476,9
4477,4477,41
4478,4478,55
4479,4479,56
4480,4480,52
4481,4481,48
4482,4482,16
4483,4483,53
4484,4484,6
4485,4485,31
4486,4486,33
4487,4487,49
4488,4488,40
4489,4489,14
4490,4490,42
4491,4491,53
4492,4492,41
4493,4493,0
4494,4494,2
4495,4495,44
4496,4496,31
4497,4497,53
4498,4498,13
4499,4499,46
4500,4500,39
4501,4501,44
4502,4502,46
4503,4503,54
4504,4504,12
4505,4505,0
4506,4506,53
4507,4507,28
4508,4508,19
4509,4509,49
4510,4510,56
4511,4511,48
4512,4512,48
4513,4513,42
4514,4514,13
4515,4515,20
4516,4516,6
4517,4517,35
4518,4518,17
4519,4519,40
4520,4520,28
4521,4521,21
4522,4522,46
4523,4523,59
4524,4524,9
4525,4525,18
4526,4526,51
4527,4527,32
4528,4528,36
4529,4529,12
4530,4530,55
4531,4531,44
4532,4532,39
4533,4533,25
4534,4534,41
4535,4535,16
4536,4536,30
4537,4537,17
4538,4538,13
4539,4539,31
4540,4540,59
4541,4541,0
4542,4542,3
4543,4543,7
4544,4544,26
4545,4545,40
4546,4546,20
4547,4547,15
4548,4548,45
4549,4549,11
4550,4550,58
4551,4551,35
4552,4552,48
4553,4553,46
4554,4554,52
4555,4555,29
4556,4556,40
4557,4557,49
4558,4558,26
4559,4559,7
4560,4560,59
4561,4561,50
4562,4562,17
4563,4563,22
4564,4564,6
4565,4565,48
4566,4566,55
4567,4567,33
4568,4568,16
4569,4569,34
4570,4570,10
4571,4571,52
4572,4572,16
4573,4573,31
4574,4574,0
4575,4575,8
4576,4576,9
4577,4577,55
4578,4578,48
4579,4579,49
4580,4580,23
4581,4581,48
4582,4582,7
4583,4583,47
4584,4584,13
4585,4585,30
4586,4586,19
4587,4587,51
4588,4588,58
4589,4589,11
4590,4590,28
4591,4591,50
4592,4592,11
4593,4593,51
4594,4594,58
4595,4595,45
4596,4596,50
4597,4597,16
4598,4598,17
4599,4599,54
4600,4600,59
4601,4601,29
4602,4602,21
4603,4603,34
4604,4604,35
4605,4605,34
4606,4606,53
4607,4607,18
4608,4608,21
4609,4609,4
4610,4610,43
4611,4611,14
4612,4612,23
4613,4613,0
4614,4614,42
4615,4615,26
4616,4616,18
4617,4617,48
4618,4618,26
4619,4619,35
4620,4620,4
4621,4621,8
4622,4622,10
4623,4623,13
4624,4624,17
4625,4625,33
4626,4626,45
4627,4627,11
4628,4628,43
4629,4629,23
4630,4630,58
4631,4631,13
4632,4632,12
4633,4633,44
4634,4634,16
4635,4635,50
4636,4636,40
4637,4637,37
4638,4638,18
4639,4639,18
4640,4640,45
4641,4641,50
4642,4642,32
4643,4643,51
4644,4644,11
4645,4645,32
4646,4646,23
4647,4647,8
4648,4648,14
4649,4649,30
4650,4650,50
4651,4651,54
4652,4652,17
4653,4653,32
4654,4654,40
4655,4655,57
4656,4656,11
4657,4657,14
4658,4658,51
4659,4659,24
4660,4660,21
4661,4661,59
4662,4662,20
4663,4663,41
4664,4664,4
4665,4665,38
4666,4666,53
4667,4667,23
4668,4668,37
4669,4669,22
4670,4670,6
4671,4671,19
4672,4672,2
4673,4673,57
4674,4674,53
4675,4675,21
4676,4676,15
4677,4677,12
4678,4678,1
4679,4679,44
4680,4680,0
4681,4681,34
4682,4682,26
4683,4683,2
4684,4684,31
4685,4685,1
4686,4686,17
4687,4687,35
4688,4688,20
4689,4689,20
4690,4690,7
4691,4691,37
4692,4692,28
4693,4693,44
4694,4694,52
4695,4695,57
4696,4696,44
4697,4697,11
4698,4698,28
4699,4699,48
4700,4700,7
4701,4701,35
4702,4702,22
4703,4703,58
4704,4704,23
4705,4705,34
4706,4706,13
4707,4707,8
4708,4708,32
4709,4709,47
4710,4710,2
4711,4711,49
4712,4712,29
4713,4713,26
4714,4714,48
4715,4715,1
4716,4716,57
4717,4717,2
4718,4718,29
4719,4719,41
4720,4720,17
4721,4721,0
4722,4722,22
4723,4723,40
4724,4724,22
4725,4725,26
4726,4726,58
4727,4727,49
4728,4728,8
4729,4729,53
4730,4730,2
4731,4731,29
4732,4732,32
4733,4733,6
4734,4734,56
4735,4735,57
4736,4736,53
4737,4737,56
4738,4738,12
4739,4739,16
4740,4740,35
4741,4741,35
4742,4742,3
4743,4743,37
4744,4744,22
4745,4745,47
4746,4746,44
4747,4747,14
4748,4748,0
4749,4749,25
4750,4750,48
4751,4751,36
4752,4752,10
4753,4753,13
4754,4754,48
4755,4755,32
4756,4756,47
4757,4757,31
4758,4758,23
4759,4759,50
4760,4760,14
4761,4761,44
4762,4762,18
4763,4763,34
4764,4764,33
4765,4765,54
4766,4766,13
4767,4767,11
4768,4768,50
4769,4769,24
4770,4770,57
4771,4771,48
4772,4772,11
4773,4773,56
4774,4774,14
4775,4775,15
4776,4776,38
4777,4777,49
4778,4778,8
4779,4779,55
4780,4780,48
4781,4781,56
4782,4782,59
4783,4783,40
4784,4784,33
4785,4785,7
4786,4786,37
4787,4787,14
4788,4788,11
4789,4789,25
4790,4790,6
4791,4791,52
4792,4792,33
4793,4793,3
4794,4794,51
4795,4795,18
4796,4796,12
4797,4797,21
4798,4798,16
4799,4799,32
4800,4800,47
4801,4801,48
4802,4802,10
4803,4803,44
4804,4804,59
4805,4805,40
4806,4806,47
4807,4807,52
4808,4808,28
4809,4809,18
4810,4810,57
4811,4811,54
4812,4812,44
4813,4813,24
4814,4814,16
4815,4815,27
4816,4816,40
4817,4817,28
4818,4818,9
4819,4819,2
4820,4820,33
4821,4821,34
4822,4822,22
4823,4823,57
4824,4824,41
4825,4825,35
4826,4826,24
4827,4827,49
4828,4828,30
4829,4829,19
4830,4830,2
4831,4831,47
4832,4832,0
4833,4833,40
4834,4834,35
4835,4835,20
4836,4836,33
4837,4837,54
4838,4838,45
4839,4839,40
4840,4840,10
4841,4841,49
4842,4842,39
4843,4843,10
4844,4844,57
4845,4845,16
4846,4846,13
4847,4847,24
4848,4848,55
4849,4849,16
4850,4850,44
4851,4851,41
4852,4852,26
4853,4853,36
4854,4854,16
4855,4855,47
4856,4856,52
4857,4857,39
4858,4858,17
4859,4859,40
4860,4860,5
4861,4861,39
4862,4862,51
4863,4863,37
4864,4864,47
4865,4865,43
4866,4866,25
4867,4867,5
4868,4868,39
4869,4869,40
4870,4870,51
4871,4871,57
4872,4872,11
4873,4873,57
4874,4874,16
4875,4875,36
4876,4876,43
4877,4877,37
4878,4878,28
4879,4879,3
4880,4880,3
4881,4881,43
4882,4882,50
4883,4883,9
4884,4884,23
4885,4885,4
4886,4886,21
4887,4887,25
4888,4888,42
4889,4889,9
4890,4890,25
4891,4891,48
4892,4892,31
4893,4893,25
4894,4894,10
4895,4895,32
4896,4896,1
4897,4897,8
4898,4898,20
4899,4899,36
4900,4900,33
4901,4901,33
4902,4902,50
4903,4903,53
4904,4904,39
4905,4905,23
4906,4906,30
4907,4907,38
4908,4908,33
4909,4909,51
4910,4910,48
4911,4911,16
4912,4912,0
4913,4913,34
4914,4914,46
4915,4915,32
4916,4916,49
4917,4917,1
4918,4918,21
4919,4919,40
4920,4920,22
4921,4921,41
4922,4922,39
4923,4923,38
4924,4924,3
4925,4925,31
4926,4926,31
4927,4927,41
4928,4928,40
4929,4929,30
4930,4930,29
4931,4931,16
4932,4932,48
4933,4933,3
4934,4934,37
4935,4935,22
4936,4936,59
4937,4937,31
4938,4938,30
4939,4939,9
4940,4940,4
4941,4941,52
4942,4942,11
4943,4943,25
4944,4944,35
4945,4945,47
4946,4946,59
4947,4947,5
4948,4948,19
4949,4949,14
4950,4950,58
4951,4951,44
4952,4952,19
4953,4953,6
4954,4954,45
4955,4955,28
4956,4956,37
4957,4957,27
4958,4958,49
4959,4959,9
4960,4960,6
4961,4961,9
4962,4962,36
4963,4963,30
4964,4964,14
4965,4965,5
4966,4966,2
4967,4967,37
4968,4968,52
4969,4969,1
4970,4970,17
4971,4971,1
4972,4972,17
4973,4973,51
4974,4974,23
4975,4975,4
4976,4976,5
4977,4977,16
4978,4978,46
4979,4979,20
4980,4980,21
4981,4981,20
4982,4982,48
4983,4983,17
4984,4984,27
4985,4985,55
4986,4986,3
4987,4987,22
4988,4988,39
4989,4989,28
4990,4990,7
4991,4991,16
4992,4992,8
4993,4993,32
4994,4994,43
4995,4995,29
4996,4996,0
4997,4997,54
4998,4998,1
4999,4999,28
5000,5000,52
5001,5001,56
5002,5002,8
5003,5003,41
5004,5004,3
5005,5005,34
5006,5006,7
5007,5007,26
5008,5008,42
5009,5009,45
5010,5010,57
5011,5011,53
5012,5012,56
5013,5013,57
5014,5014,6
5015,5015,15
5016,5016,32
5017,5017,39
5018,5018,35
5019,5019,6
5020,5020,19
5021,5021,11
5022,5022,4
5023,5023,9
5024,5024,36
5025,5025,4
5026,5026,5
5027,5027,49
5028,5028,33
5029,5029,22
5030,5030,36
5031,5031,31
5032,5032,10
5033,5033,41
5034,5034,15
5035,5035,34
5036,5036,27
5037,5037,53
5038,5038,43
5039,5039,59
5040,5040,4
5041,5041,39
5042,5042,33
5043,5043,18
5044,5044,20
5045,5045,49
5046,5046,28
5047,5047,24
5048,5048,6
5049,5049,16
5050,5050,11
5051,5051,43
5052,5052,8
5053,5053,8
5054,5054,13
5055,5055,29
5056,5056,32
5057,5057,39
5058,5058,50
5059,5059,59
5060,5060,26
5061,5061,40
5062,5062,38
5063,5063,28
5064,5064,56
5065,5065,6
5066,5066,47
5067,5067,24
5068,5068,51
5069,5069,25
5070,5070,0
5071,5071,42
5072,5072,35
5073,5073,27
5074,5074,39
5075,5075,31
5076,5076,42
5077,5077,35
5078,5078,21
5079,5079,16
5080,5080,2
5081,5081,33
5082,5082,54
5083,5083,10
5084,5084,52
5085,5085,22
5086,5086,31
5087,5087,39
5088,5088,4
5089,5089,25
5090,5090,58
5091,5091,17
5092,5092,0
5093,5093,27
5094,5094,32
5095,5095,50
5096,5096,11
5097,5097,0
5098,5098,22
5099,5099,54
5100,5100,31
5101,5101,47
5102,5102,8
5103,5103,34
5104,5104,10
5105,5105,9
5106,5106,9
5107,5107,20
5108,5108,21
5109,5109,18
5110,5110,15
5111,5111,0
5112,5112,18
5113,5113,45
5114,5114,52
5115,5115,41
5116,5116,34
5117,5117,4
5118,5118,40
5119,5119,47
5120,5120,7
5121,5121,37
5122,5122,31
5123,5123,51
5124,5124,30
5125,5125,34
5126,5126,7
5127,5127,46
5128,5128,1
5129,5129,0
5130,5130,2
5131,5131,30
5132,5132,52
5133,5133,31
5134,5134,3
5135,5135,1
5136,5136,13
5137,5137,30
5138,5138,24
5139,5139,38
5140,5140,54
5141,5141,47
5142,5142,3
5143,5143,26
5144,5144,28
5145,5145,13
5146,5146,44
5147,5147,49
5148,5148,21
5149,5149,13
5150,5150,42
5151,5151,30
5152,5152,40
5153,5153,52
5154,5154,11
5155,5155,14
5156,5156,12
5157,5157,54
5158,5158,4
5159,5159,45
5160,5160,27
5161,5161,17
5162,5162,46
5163,5163,21
5164,5164,51
5165,5165,8
5166,5166,55
5167,5167,32
5168,5168,11
5169,5169,54
5170,5170,11
5171,5171,45
5172,5172,44
5173,5173,49
5174,5174,1
5175,5175,20
5176,5176,43
5177,5177,13
5178,5178,27
5179,5179,2
5180,5180,16
5181,5181,36
5182,5182,43
5183,5183,23
5184,5184,29
5185,5185,58
5186,5186,6
5187,5187,7
5188,5188,36
5189,5189,47
5190,5190,25
5191,5191,30
5192,5192,0
5193,5193,35
5194,5194,22
5195,5195,11
5196,5196,58
5197,5197,16
5198,5198,53
5199,5199,3
5200,5200,27
5201,5201,44
5202,5202,17
5203,5203,58
5204,5204,26
5205,5205,50
5206,5206,50
5207,5207,2
5208,5208,27
5209,5209,40
5210,5210,19
5211,5211,57
5212,5212,53
5213,5213,20
5214,5214,5
5215,5215,3
5216,5216,11
5217,5217,50
5218,5218,40
5219,5219,30
5220,5220,58
5221,5221,20
5222,5222,14
5223,5223,34
5224,5224,30
5225,5225,24
5226,5226,47
5227,5227,14
5228,5228,25
5229,5229,30
5230,5230,59
5231,5231,37
5232,5232,58
5233,5233,58
5234,5234,27
5235,5235,11
5236,5236,22
5237,5237,20
5238,5238,4
5239,5239,2
5240,5240,33
5241,5241,27
5242,5242,26
5243,5243,8
5244,5244,35
5245,5245,48
5246,5246,16
5247,5247,36
5248,5248,27
5249,5249,42
5250,5250,1
5251,5251,46
5252,5252,36
5253,5253,41
5254,5254,7
5255,5255,5
5256,5256,15
5257,5257,52
5258,5258,22
5259,5259,44
5260,5260,29
5261,5261,1
5262,5262,56
5263,5263,47
5264,5264,29
5265,5265,11
5266,5266,23
5267,5267,59
5268,5268,32
5269,5269,26
5270,5270,45
5271,5271,3
5272,5272,5
5273,5273,57
5274,5274,34
5275,5275,46
5276,5276,57
5277,5277,29
5278,5278,41
5279,5279,29
5280,5280,3
5281,5281,34
5282,5282,59
5283,5283,16
5284,5284,48
5285,5285,5
5286,5286,34
5287,5287,38
5288,5288,48
5289,5289,19
5290,5290,59
5291,5291,57
5292,5292,34
5293,5293,46
5294,5294,33
5295,5295,44
5296,5296,38
5297,5297,7
5298,5298,42
5299,5299,40
5300,5300,16
5301,5301,53
5302,5302,35
5303,5303,57
5304,5304,53
5305,5305,36
5306,5306,3
5307,5307,29
5308,5308,32
5309,5309,49
5310,5310,42
5311,5311,28
5312,5312,38
5313,5313,38
5314,5314,7
5315,5315,32
5316,5316,17
5317,5317,31
5318,5318,2
5319,5319,28
5320,5320,12
5321,5321,54
5322,5322,47
5323,5323,0
5324,5324,54
5325,5325,30
5326,5326,32
5327,5327,40
5328,5328,8
5329,5329,53
5330,5330,56
5331,5331,16
5332,5332,9
5333,5333,56
5334,5334,14
5335,5335,48
5336,5336,30
5337,5337,37
5338,5338,38
5339,5339,5
5340,5340,26
5341,5341,50
5342,5342,31
5343,5343,44
5344,5344,49
5345,5345,42
5346,5346,20
5347,5347,43
5348,5348,24
5349,5349,44
5350,5350,46
5351,5351,48
5352,5352,36
5353,5353,48
5354,5354,55
5355,5355,56
5356,5356,16
5357,5357,0
5358,5358,28
5359,5359,22
5360,5360,15
5361,5361,46
5362,5362,28
5363,5363,43
5364,5364,56
5365,5365,14
5366,5366,51
5367,5367,21
5368,5368,14
5369,5369,24
5370,5370,14
5371,5371,52
5372,5372,57
5373,5373,48
5374,5374,59
5375,5375,54
5376,5376,42
5377,5377,31
5378,5378,32
5379,5379,41
5380,5380,15
5381,5381,57
5382,5382,21
5383,5383,10
5384,5384,4
5385,5385,42
5386,5386,45
5387,5387,41
5388,5388,53
5389,5389,47
5390,5390,10
5391,5391,58
5392,5392,49
5393,5393,52
5394,5394,32
5395,5395,36
5396,5396,14
5397,5397,26
5398,5398,46
5399,5399,54
5400,5400,10
5401,5401,10
5402,5402,2
5403,5403,17
5404,5404,2
5405,5405,8
5406,5406,26
5407,5407,14
5408,5408,44
5409,5409,0
5410,5410,44
5411,5411,13
5412,5412,24
5413,5413,14
5414,5414,18
5415,5415,0
5416,5416,43
5417,5417,59
5418,5418,51
5419,5419,25
5420,5420,55
5421,5421,39
5422,5422,48
5423,5423,2
5424,5424,21
5425,5425,53
5426,5426,29
5427,5427,28
5428,5428,4
5429,5429,18
5430,5430,54
5431,5431,37
5432,5432,21
5433,5433,20
5434,5434,1
5435,5435,8
5436,5436,37
5437,5437,14
5438,5438,50
5439,5439,0
5440,5440,21
5441,5441,14
5442,5442,56
5443,5443,51
5444,5444,9
5445,5445,46
5446,5446,47
5447,5447,1
5448,5448,40
5449,5449,4
5450,5450,3
5451,5451,0
5452,5452,52
5453,5453,58
5454,5454,8
5455,5455,45
5456,5456,54
5457,5457,37
5458,5458,33
5459,5459,4
5460,5460,15
5461,5461,15
5462,5462,2
5463,5463,44
5464,5464,18
5465,5465,6
5466,5466,2
5467,5467,12
5468,5468,4
5469,5469,33
5470,5470,36
5471,5471,26
5472,5472,19
5473,5473,57
5474,5474,11
5475,5475,16
5476,5476,8
5477,5477,49
5478,5478,32
5479,5479,44
5480,5480,44
5481,5481,50
5482,5482,18
5483,5483,41
5484,5484,9
5485,5485,46
5486,5486,7
5487,5487,55
5488,5488,0
5489,5489,58
5490,5490,39
5491,5491,51
5492,5492,47
